NB_PRESTATATION,ANNEE,COMMUNE
47,2011,Commune St Aubin de Blaye
10,2011,Commune St Aubin de Branne
89,2011,Commune St Aubin de Médoc
95,2011,Commune St Avit St Nazaire
10,2011,Commune St Brice
33,2011,Commune St Caprais de Blaye
61,2011,Commune St Caprais de Bordeaux
13,2011,Commune St Christoly Médoc
153,2011,Commune St Christoly de Blaye
27,2011,Commune St Christophe de Double
15,2011,Commune St Christophe des Bardes
,2011,Commune St Cibard
106,2011,Commune St Ciers d Abzac
35,2011,Commune St Ciers de Canesse
179,2011,Commune St Ciers sur Gironde
,2011,Commune St Come
268,2011,Commune St Denis de Pile
53,2011,Commune St Emilion
67,2011,Commune St Estèphe
9,2011,Commune St Etienne de Lisse
,2011,Commune St Exupéry
15,2011,Commune St Felix de Foncaude
15,2011,Commune St Ferme
,2011,Commune St Genis du Bois
18,2011,Commune St Genès de Blaye
8,2011,Commune St Genès de Castillon
11,2011,Commune St Genès de Fronsac
8,2011,Commune St Genès de Lombaud
53,2011,Commune St Germain d Esteuil
,2011,Commune St Germain de Grave
13,2011,Commune St Germain de la Rivière
56,2011,Commune St Germain du Puch
53,2011,Commune St Gervais
39,2011,Commune St Girons d'Aiguevives
6,2011,Commune St Hilaire de la Noaille
,2011,Commune St Hilaire du Bois
,2011,Commune St Hippolyte
93,2011,Commune St Jean d Illac
15,2011,Commune St Jean de Blaignac
20,2011,Commune St Julien Beychevelle 
23,2011,Commune St Laurent d Arce
,2011,Commune St Laurent des Combes 
11,2011,Commune St Laurent du Bois
114,2011,Commune St Laurent du Médoc
,2011,Commune St Laurent du Plan
16,2011,Commune St Loubert
235,2011,Commune St Loubès
76,2011,Commune St Louis de Montferrand
17,2011,Commune St Léger de Balson
,2011,Commune St Léon
114,2011,Commune St Macaire
17,2011,Commune St Magne
79,2011,Commune St Magne de Castillon
64,2011,Commune St Maixant
65,2011,Commune St Mariens
12,2011,Commune St Martial
55,2011,Commune St Martin Lacaussade
20,2011,Commune St Martin de Laye
,2011,Commune St Martin de Lerm
8,2011,Commune St Martin de Sescas
49,2011,Commune St Martin du Bois
6,2011,Commune St Martin du Puy
11,2011,Commune St Michel de Castelnau
17,2011,Commune St Michel de Fronsac
,2011,Commune St Michel de Lapujade
11,2011,Commune St Michel de Rieufret
11,2011,Commune St Morillon
48,2011,Commune St Médard d Eyrans
164,2011,Commune St Médard de Guizières
523,2011,Commune St Médard en Jalles
12,2011,Commune St Palais
27,2011,Commune St Pardon de Conques
27,2011,Commune St Paul
,2011,Commune St Pey d Armens
19,2011,Commune St Pey de Castets
19,2011,Commune St Philippe d Aiguille
6,2011,Commune St Philippe du Seignal
49,2011,Commune St Pierre d Aurillac
10,2011,Commune St Pierre de Bat
50,2011,Commune St Pierre de Mons
70,2011,Commune St Quentin de Baron
10,2011,Commune St Quentin de Caplong
21,2011,Commune St Romain la Virvée
28,2011,Commune St Sauveur
10,2011,Commune St Sauveur de Puynormand
132,2011,Commune St Savin
20,2011,Commune St Selve
6,2011,Commune St Seurin de Bourg
32,2011,Commune St Seurin de Cadourne
31,2011,Commune St Seurin de Cursac
201,2011,Commune St Seurin sur l'Isle
9,2011,Commune St Seve
34,2011,Commune St Sulpice de Faleyrens
7,2011,Commune St Sulpice de Guilleragues
8,2011,Commune St Sulpice de Pommiers
98,2011,Commune St Sulpice et Cameyrac
54,2011,Commune St Symphorien
13,2011,Commune St Trojan
42,2011,Commune St Vincent de Paul
11,2011,Commune St Vincent de Pertignas
14,2011,Commune St Vivien de Blaye
9,2011,Commune St Vivien de Monségur
76,2011,Commune St Vivien de Médoc
132,2011,Commune St Yzan de Soudiac
17,2011,Commune St Yzans de Médoc
14,2011,Commune Ste Colombe
47,2011,Commune Ste Croix du Mont
248,2011,Commune Ste Eulalie
6,2011,Commune Ste Florence
352,2011,Commune Ste Foy la Grande
,2011,Commune Ste Foy la Longue
10,2011,Commune Ste Gemme
61,2011,Commune Ste Hélène
25,2011,Commune Ste Radegonde
65,2011,Commune Ste Terre
41,2011,Commune Tabanac
9,2011,Commune Taillecavat
37,2011,Commune Talais
2925,2011,Commune Talence
60,2011,Commune Targon
7,2011,Commune Tarnes
42,2011,Commune Tauriac
,2011,Commune Tayac
27,2011,Commune Teuillac
,2011,Commune Tizac de Curton
12,2011,Commune Tizac de Lapouyade
150,2011,Commune Toulenne
69,2011,Commune Tresses
23,2011,Commune Uzeste
30,2011,Commune Valeyrac
75,2011,Commune Vayres
140,2011,Commune Vendays Montalivet
34,2011,Commune Vensac
24,2011,Commune Verac
52,2011,Commune Verdelais
32,2011,Commune Vertheuil
14,2011,Commune Vignonet
44,2011,Commune Villandraut
35,2011,Commune Villegouge
975,2011,Commune Villenave d Ornon
11,2011,Commune Villenave de Rions
28,2011,Commune Villeneuve
16,2011,Commune Virelade
54,2011,Commune Virsac
70,2011,Commune Yvrac
99,2012,Commune Abzac
37,2012,Commune Aillas
688,2012,Commune Ambarès et Lagrave
112,2012,Commune Ambès
282,2012,Commune Andernos les Bains
52,2012,Commune Anglade
16,2012,Commune Arbanats
9,2012,Commune Arbis
417,2012,Commune Arcachon
16,2012,Commune Arcins
34,2012,Commune Arsac
214,2012,Commune Artigues près Bordeaux
65,2012,Commune Arveyres
145,2012,Commune Arès
14,2012,Commune Asques
9,2012,Commune Aubiac
36,2012,Commune Aubie et Espessas
175,2012,Commune Audenge 
,2012,Commune Auriolles
17,2012,Commune Auros
44,2012,Commune Avensan
13,2012,Commune Ayguemorte les Graves
9,2012,Commune Bagas
10,2012,Commune Baigneaux
12,2012,Commune Balizac
6,2012,Commune Barie
42,2012,Commune Baron
104,2012,Commune Barsac
,2012,Commune Bassanne
347,2012,Commune Bassens
13,2012,Commune Baurech
20,2012,Commune Bayas
30,2012,Commune Bayon sur Gironde
267,2012,Commune Bazas
51,2012,Commune Beautiran
28,2012,Commune Begadan
39,2012,Commune Beguey
152,2012,Commune Belin Beliet
,2012,Commune Bellebat
6,2012,Commune Bellefond
8,2012,Commune Belvès de Castillon
44,2012,Commune Bernos Beaulac
51,2012,Commune Berson
,2012,Commune Berthez
30,2012,Commune Beychac et Caillau
40,2012,Commune Bieujac
244,2012,Commune Biganos 
6,2012,Commune Birac
,2012,Commune Blaignac
6,2012,Commune Blaignan
511,2012,Commune Blanquefort
46,2012,Commune Blasimon
387,2012,Commune Blaye
11,2012,Commune Blesignac
23,2012,Commune Bommes
21,2012,Commune Bonnetan
27,2012,Commune Bonzac
17404,2012,Commune Bordeaux
39,2012,Commune Bouliac
6,2012,Commune Bourdelles
168,2012,Commune Bourg sur Gironde
,2012,Commune Bourideys
6,2012,Commune Brach
51,2012,Commune Branne
6,2012,Commune Brannens
62,2012,Commune Braud et St Louis
,2012,Commune Brouqueyran
415,2012,Commune Bruges
10,2012,Commune Budos
1239,2012,Commune Bègles
33,2012,Commune Cabanac et Villagrains
11,2012,Commune Cabara
,2012,Commune Cadarsac
123,2012,Commune Cadaujac
154,2012,Commune Cadillac
40,2012,Commune Cadillac en Fronsadais
24,2012,Commune Camarsac
36,2012,Commune Cambes
46,2012,Commune Camblanes et Meynac
7,2012,Commune Camiac et St Denis
17,2012,Commune Camiran
21,2012,Commune Camps sur l Isle
29,2012,Commune Campugnan
30,2012,Commune Cantenac
,2012,Commune Cantois
120,2012,Commune Canéjan
18,2012,Commune Capian
13,2012,Commune Caplong
40,2012,Commune Captieux
227,2012,Commune Carbon Blanc
69,2012,Commune Carcans
12,2012,Commune Cardan
44,2012,Commune Carignan de Bordeaux
34,2012,Commune Cars
56,2012,Commune Cartelègue
15,2012,Commune Casseuil
,2012,Commune Castelmoron d Albret
136,2012,Commune Castelnau du Médoc
11,2012,Commune Castelviel
53,2012,Commune Castets en Dorthe
10,2012,Commune Castillon de Castets
368,2012,Commune Castillon la Bataille
47,2012,Commune Castres Gironde
65,2012,Commune Caudrot
11,2012,Commune Caumont
,2012,Commune Cauvignac
106,2012,Commune Cavignac
10,2012,Commune Cazalis
8,2012,Commune Cazats
7,2012,Commune Cazaugitat
1846,2012,Commune Cenon
6,2012,Commune Cessac
247,2012,Commune Cestas
35,2012,Commune Chamadelle
61,2012,Commune Cissac Médoc
24,2012,Commune Civrac de Blaye
,2012,Commune Civrac de Dordogne
25,2012,Commune Civrac en Médoc
,2012,Commune Cleyrac
20,2012,Commune Coimères
10,2012,Commune Coirac
17,2012,Commune Comps
,2012,Commune Coubeyrac
8,2012,Commune Couqueques
,2012,Commune Courpiac
7,2012,Commune Cours de Monségur
,2012,Commune Cours les Bains
528,2012,Commune Coutras
,2012,Commune Coutures
8,2012,Commune Croignon
148,2012,Commune Créon
33,2012,Commune Cubnezais
103,2012,Commune Cubzac les Ponts
35,2012,Commune Cudos
8,2012,Commune Cursan
71,2012,Commune Cussac Fort Médoc
24,2012,Commune Cénac
54,2012,Commune Cérons
79,2012,Commune Cézac
19,2012,Commune Daignac
,2012,Commune Daubeze
12,2012,Commune Dieulivol
41,2012,Commune Donnezac
,2012,Commune Donzac
,2012,Commune Doulezon
12,2012,Commune Escaudes
15,2012,Commune Escoussans
17,2012,Commune Espiet
69,2012,Commune Etauliers
29,2012,Commune Eynesse
52,2012,Commune Eyrans
886,2012,Commune Eysines
10,2012,Commune Faleyras
58,2012,Commune Fargues St Hilaire
59,2012,Commune Fargues de Langon
30,2012,Commune Flaujagues
1179,2012,Commune Floirac
6,2012,Commune Floudes
36,2012,Commune Fontet
,2012,Commune Fosses et Baleyssac
,2012,Commune Fours
,2012,Commune Francs
51,2012,Commune Fronsac
28,2012,Commune Frontenac
12,2012,Commune Gabarnac
79,2012,Commune Gaillan en Médoc
16,2012,Commune Gajac
106,2012,Commune Galgon
6,2012,Commune Gans
10,2012,Commune Gardegan et Tourtirac
31,2012,Commune Gauriac
32,2012,Commune Gauriaguet
21,2012,Commune Generac
35,2012,Commune Genissac
39,2012,Commune Gensac
65,2012,Commune Gironde sur Dropt
,2012,Commune Giscos
16,2012,Commune Gornac
,2012,Commune Goualade
11,2012,Commune Gours
755,2012,Commune Gradignan
43,2012,Commune Grayan et L Hopital
15,2012,Commune Grezillac
45,2012,Commune Grignols
6,2012,Commune Guillac
12,2012,Commune Guillos
117,2012,Commune Guitres
597,2012,Commune Gujan Mestras
20,2012,Commune Haux
55,2012,Commune Hostens
156,2012,Commune Hourtin
20,2012,Commune Hure
30,2012,Commune Illats
6,2012,Commune Isle St Georges
133,2012,Commune Izon
47,2012,Commune Jau Dignac et Loirac
,2012,Commune Jugazan
8,2012,Commune Juillac
57,2012,Commune La Brède
41,2012,Commune La Lande de Fronsac
13,2012,Commune La Rivière
17,2012,Commune La Roquille
435,2012,Commune La Réole
35,2012,Commune La Sauve
805,2012,Commune La Teste de Buch
23,2012,Commune Labarde
,2012,Commune Labescau
188,2012,Commune Lacanau
7,2012,Commune Ladaux
6,2012,Commune Lados
72,2012,Commune Lagorce
19,2012,Commune Lalande de Pomerol
43,2012,Commune Lamarque
65,2012,Commune Lamothe Landerron
,2012,Commune Landerrouat
61,2012,Commune Landiras
86,2012,Commune Langoiran
632,2012,Commune Langon
30,2012,Commune Lansac
174,2012,Commune Lanton 
20,2012,Commune Lapouyade
,2012,Commune Laroque
,2012,Commune Lartigue
138,2012,Commune Laruscade
84,2012,Commune Latresne
18,2012,Commune Lavazan
91,2012,Commune Le Barp
751,2012,Commune Le Bouscat
32,2012,Commune Le Fieu
247,2012,Commune Le Haillan
20,2012,Commune Le Nizan
135,2012,Commune Le Pian Médoc
22,2012,Commune Le Pian sur Garonne
68,2012,Commune Le Porge
6,2012,Commune Le Pout
7,2012,Commune Le Puy
220,2012,Commune Le Taillan Médoc
169,2012,Commune Le Teich
13,2012,Commune Le Temple
19,2012,Commune Le Tourne
8,2012,Commune Le Tuzan
86,2012,Commune Le Verdon sur Mer
14,2012,Commune Leogeats
23,2012,Commune Lerm et Musset
39,2012,Commune Les Artigues de Lussac
30,2012,Commune Les Billaux
204,2012,Commune Les Eglisottes et Chalaures
6,2012,Commune Les Esseintes
18,2012,Commune Les Lèves et Thoumeyragues
96,2012,Commune Les Peintures
19,2012,Commune Les Salles de castillon
479,2012,Commune Lesparre Médoc
27,2012,Commune Lestiac sur Garonne
1722,2012,Commune Libourne
17,2012,Commune Lignan de Bazas
17,2012,Commune Lignan de Bordeaux
10,2012,Commune Ligueux
71,2012,Commune Listrac Médoc
6,2012,Commune Listrac de Dureze
2013,2012,Commune Lormont
9,2012,Commune Loubens
29,2012,Commune Louchats
8,2012,Commune Loupes
33,2012,Commune Loupiac
15,2012,Commune Loupiac de la Réole
8,2012,Commune Lucmau
100,2012,Commune Ludon Médoc
,2012,Commune Lugaignac
,2012,Commune Lugasson
27,2012,Commune Lugon et l Ile du Carney
12,2012,Commune Lugos
51,2012,Commune Lussac
218,2012,Commune Lège Cap Ferret
181,2012,Commune Léognan
112,2012,Commune Macau
,2012,Commune Madirac
44,2012,Commune Maransin
17,2012,Commune Marcenais
99,2012,Commune Marcheprime 
77,2012,Commune Marcillac
57,2012,Commune Margaux
11,2012,Commune Margueron
,2012,Commune Marimbault
6,2012,Commune Marions
28,2012,Commune Marsas
88,2012,Commune Martignas sur Jalles
44,2012,Commune Martillac
,2012,Commune Martres
12,2012,Commune Massugas
,2012,Commune Mauriac
23,2012,Commune Mazion
13,2012,Commune Mazères
13,2012,Commune Mesterrieux
180,2012,Commune Mios
8,2012,Commune Mombrier
40,2012,Commune Mongauzy
12,2012,Commune Monprimblanc
70,2012,Commune Monségur
58,2012,Commune Montagne
6,2012,Commune Montagoudin
82,2012,Commune Montussan
22,2012,Commune Morizès
,2012,Commune Mouillac
44,2012,Commune Mouliets et Villemartin
37,2012,Commune Moulis en Médoc
23,2012,Commune Moulon
17,2012,Commune Mourens
2354,2012,Commune Mérignac
7,2012,Commune Mérignas
36,2012,Commune Naujac sur Mer
14,2012,Commune Naujan et Postiac
,2012,Commune Neuffons
15,2012,Commune Noaillac
45,2012,Commune Noaillan
23,2012,Commune Néac
31,2012,Commune Nérigean
14,2012,Commune Omet
17,2012,Commune Ordonnac
,2012,Commune Origne
35,2012,Commune Paillet
182,2012,Commune Parempuyre
308,2012,Commune Pauillac
49,2012,Commune Pellegrue
2195,2012,Commune Pessac
33,2012,Commune Pessac sur Dordogne
31,2012,Commune Petit Palais et Cornemps
40,2012,Commune Peujard
245,2012,Commune Pineuilh
36,2012,Commune Plassac
10,2012,Commune Pleine Selve
95,2012,Commune Podensac
30,2012,Commune Pomerol
29,2012,Commune Pompignac
8,2012,Commune Pompéjac
8,2012,Commune Pondaurat
32,2012,Commune Porchères
54,2012,Commune Portets
133,2012,Commune Preignac
8,2012,Commune Prignac en Médoc
44,2012,Commune Prignac et Marcamps
32,2012,Commune Préchac
74,2012,Commune Pugnac
19,2012,Commune Puisseguin
28,2012,Commune Pujols
17,2012,Commune Pujols sur Ciron
15,2012,Commune Puybarban
11,2012,Commune Puynormand
26,2012,Commune Périssac
71,2012,Commune Queyrac 
35,2012,Commune Quinsac
45,2012,Commune Rauzan
93,2012,Commune Reignac
10,2012,Commune Rimons
17,2012,Commune Riocaud
57,2012,Commune Rions
31,2012,Commune Roaillan
21,2012,Commune Romagne
12,2012,Commune Roquebrune
28,2012,Commune Ruch
70,2012,Commune Sablons
95,2012,Commune Sadirac
8,2012,Commune Saillans
12,2012,Commune Salaunes
52,2012,Commune Salignac
34,2012,Commune Salleboeuf
135,2012,Commune Salles
23,2012,Commune Samonac
30,2012,Commune Saucats
24,2012,Commune Saugon
7,2012,Commune Saumos
23,2012,Commune Sauternes
91,2012,Commune Sauveterre de Guyenne
6,2012,Commune Sauviac
7,2012,Commune Savignac
26,2012,Commune Savignac de l Isle
,2012,Commune Semens
17,2012,Commune Sendets
14,2012,Commune Sigalens
,2012,Commune Sillas
98,2012,Commune Soulac sur Mer
10,2012,Commune Soulignac
8,2012,Commune Soussac
63,2012,Commune Soussans
7,2012,Commune St Aignan
31,2012,Commune St Androny
414,2012,Commune St André de Cubzac
11,2012,Commune St André du Bois
24,2012,Commune St André et Appelles
17,2012,Commune St Antoine
38,2012,Commune St Antoine sur l Isle
30,2012,Commune St Aubin de Blaye
9,2012,Commune St Aubin de Branne
88,2012,Commune St Aubin de Médoc
98,2012,Commune St Avit St Nazaire
9,2012,Commune St Brice
30,2012,Commune St Caprais de Blaye
68,2012,Commune St Caprais de Bordeaux
13,2012,Commune St Christoly Médoc
165,2012,Commune St Christoly de Blaye
30,2012,Commune St Christophe de Double
19,2012,Commune St Christophe des Bardes
,2012,Commune St Cibard
103,2012,Commune St Ciers d Abzac
35,2012,Commune St Ciers de Canesse
187,2012,Commune St Ciers sur Gironde
,2012,Commune St Come
276,2012,Commune St Denis de Pile
44,2012,Commune St Emilion
68,2012,Commune St Estèphe
11,2012,Commune St Etienne de Lisse
,2012,Commune St Exupéry
15,2012,Commune St Felix de Foncaude
14,2012,Commune St Ferme
,2012,Commune St Genis du Bois
14,2012,Commune St Genès de Blaye
10,2012,Commune St Genès de Castillon
22,2012,Commune St Genès de Fronsac
,2012,Commune St Genès de Lombaud
43,2012,Commune St Germain d Esteuil
,2012,Commune St Germain de Grave
13,2012,Commune St Germain de la Rivière
64,2012,Commune St Germain du Puch
53,2012,Commune St Gervais
32,2012,Commune St Girons d'Aiguevives
6,2012,Commune St Hilaire de la Noaille
,2012,Commune St Hilaire du Bois
,2012,Commune St Hippolyte
92,2012,Commune St Jean d Illac
19,2012,Commune St Jean de Blaignac
26,2012,Commune St Julien Beychevelle 
27,2012,Commune St Laurent d Arce
,2012,Commune St Laurent des Combes 
6,2012,Commune St Laurent du Bois
111,2012,Commune St Laurent du Médoc
,2012,Commune St Laurent du Plan
15,2012,Commune St Loubert
214,2012,Commune St Loubès
85,2012,Commune St Louis de Montferrand
14,2012,Commune St Léger de Balson
,2012,Commune St Léon
102,2012,Commune St Macaire
18,2012,Commune St Magne
82,2012,Commune St Magne de Castillon
62,2012,Commune St Maixant
64,2012,Commune St Mariens
16,2012,Commune St Martial
56,2012,Commune St Martin Lacaussade
21,2012,Commune St Martin de Laye
,2012,Commune St Martin de Lerm
8,2012,Commune St Martin de Sescas
41,2012,Commune St Martin du Bois
7,2012,Commune St Martin du Puy
10,2012,Commune St Michel de Castelnau
12,2012,Commune St Michel de Fronsac
,2012,Commune St Michel de Lapujade
12,2012,Commune St Michel de Rieufret
18,2012,Commune St Morillon
53,2012,Commune St Médard d Eyrans
167,2012,Commune St Médard de Guizières
634,2012,Commune St Médard en Jalles
9,2012,Commune St Palais
27,2012,Commune St Pardon de Conques
35,2012,Commune St Paul
,2012,Commune St Pey d Armens
31,2012,Commune St Pey de Castets
23,2012,Commune St Philippe d Aiguille
6,2012,Commune St Philippe du Seignal
58,2012,Commune St Pierre d Aurillac
9,2012,Commune St Pierre de Bat
55,2012,Commune St Pierre de Mons
68,2012,Commune St Quentin de Baron
,2012,Commune St Quentin de Caplong
24,2012,Commune St Romain la Virvée
34,2012,Commune St Sauveur
14,2012,Commune St Sauveur de Puynormand
121,2012,Commune St Savin
22,2012,Commune St Selve
16,2012,Commune St Seurin de Bourg
33,2012,Commune St Seurin de Cadourne
34,2012,Commune St Seurin de Cursac
206,2012,Commune St Seurin sur l'Isle
,2012,Commune St Seve
40,2012,Commune St Sulpice de Faleyrens
7,2012,Commune St Sulpice de Guilleragues
,2012,Commune St Sulpice de Pommiers
80,2012,Commune St Sulpice et Cameyrac
59,2012,Commune St Symphorien
19,2012,Commune St Trojan
41,2012,Commune St Vincent de Paul
14,2012,Commune St Vincent de Pertignas
9,2012,Commune St Vivien de Blaye
10,2012,Commune St Vivien de Monségur
80,2012,Commune St Vivien de Médoc
143,2012,Commune St Yzan de Soudiac
16,2012,Commune St Yzans de Médoc
14,2012,Commune Ste Colombe
49,2012,Commune Ste Croix du Mont
250,2012,Commune Ste Eulalie
7,2012,Commune Ste Florence
352,2012,Commune Ste Foy la Grande
,2012,Commune Ste Foy la Longue
,2012,Commune Ste Gemme
62,2012,Commune Ste Hélène
20,2012,Commune Ste Radegonde
71,2012,Commune Ste Terre
30,2012,Commune Tabanac
12,2012,Commune Taillecavat
27,2012,Commune Talais
2930,2012,Commune Talence
60,2012,Commune Targon
,2012,Commune Tarnes
46,2012,Commune Tauriac
,2012,Commune Tayac
31,2012,Commune Teuillac
,2012,Commune Tizac de Curton
11,2012,Commune Tizac de Lapouyade
147,2012,Commune Toulenne
68,2012,Commune Tresses
24,2012,Commune Uzeste
26,2012,Commune Valeyrac
94,2012,Commune Vayres
124,2012,Commune Vendays Montalivet
37,2012,Commune Vensac
20,2012,Commune Verac
54,2012,Commune Verdelais
38,2012,Commune Vertheuil
17,2012,Commune Vignonet
56,2012,Commune Villandraut
36,2012,Commune Villegouge
991,2012,Commune Villenave d Ornon
11,2012,Commune Villenave de Rions
24,2012,Commune Villeneuve
17,2012,Commune Virelade
53,2012,Commune Virsac
78,2012,Commune Yvrac
